miRNA_identifier,description,symbol,miRNA_length,miRNA_chr,mirna_start,mirna_end,miRNA_strand,miRNA_source,trait,QTL_id_UMD31,QTL_chr
ENSBTAT00000065129-UMD3.1.1,,,119,Chr7,12727322,12727440,-1,Ensembl93,Milk decenoic acid content,56383,Chr7
ENSBTAT00000065169-UMD3.1.1,,,100,Chr21,67589465,67589564,1,Ensembl93,Sire conception rate,124004,Chr21
ENSBTAT00000065191-UMD3.1.1,bta-mir-2893 [Source:miRBase;Acc:MI0013068],bta-mir-2893,61,Chr17,73346080,73346140,1,Ensembl93,Milk yield,106697,Chr17
ENSBTAT00000065191-UMD3.1.1,bta-mir-2893 [Source:miRBase;Acc:MI0013068],bta-mir-2893,61,Chr17,73346080,73346140,1,Ensembl93,Body weight (weaning),106654,Chr17
ENSBTAT00000065197-UMD3.1.1,,,69,Chr2,108038074,108038142,1,Ensembl93,Milk fever,213345,Chr2
ENSBTAT00000065197-UMD3.1.1,,,69,Chr2,108038074,108038142,1,Ensembl93,Milk oleic acid content,56590,Chr2
ENSBTAT00000065197-UMD3.1.1,,,69,Chr2,108038074,108038142,1,Ensembl93,Bovine respiratory disease susceptibility,95656,Chr2
ENSBTAT00000065197-UMD3.1.1,,,69,Chr2,108038074,108038142,1,Ensembl93,Milk lauric acid content,172069,Chr2
ENSBTAT00000065197-UMD3.1.1,,,69,Chr2,108038074,108038142,1,Ensembl93,Milk pentadecylic acid content,172070,Chr2
ENSBTAT00000065197-UMD3.1.1,,,69,Chr2,108038074,108038142,1,Ensembl93,Milk palmitic acid content,172071,Chr2
ENSBTAT00000065197-UMD3.1.1,,,69,Chr2,108038074,108038142,1,Ensembl93,Milk oleic acid content,172072,Chr2
ENSBTAT00000065217-UMD3.1.1,,,70,Chr10,20196627,20196696,-1,Ensembl93,Maturity rate,65490,Chr10
ENSBTAT00000065217-UMD3.1.1,,,70,Chr10,20196627,20196696,-1,Ensembl93,Maturity rate,65491,Chr10
ENSBTAT00000065217-UMD3.1.1,,,70,Chr10,20196627,20196696,-1,Ensembl93,Maturity rate,65492,Chr10
ENSBTAT00000065217-UMD3.1.1,,,70,Chr10,20196627,20196696,-1,Ensembl93,Maturity rate,65493,Chr10
ENSBTAT00000065217-UMD3.1.1,,,70,Chr10,20196627,20196696,-1,Ensembl93,Maturity rate,65487,Chr10
ENSBTAT00000065217-UMD3.1.1,,,70,Chr10,20196627,20196696,-1,Ensembl93,Maturity rate,65488,Chr10
ENSBTAT00000065217-UMD3.1.1,,,70,Chr10,20196627,20196696,-1,Ensembl93,Maturity rate,65489,Chr10
ENSBTAT00000065217-UMD3.1.1,,,70,Chr10,20196627,20196696,-1,Ensembl93,Maturity rate,65486,Chr10
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk myristoleic acid content,211590,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk C14 index,211591,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk capric acid content,56650,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk decenoic acid content,56651,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk lauroleic acid content,56652,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk myristoleic acid content,56653,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk palmitoleic acid content,56654,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk capric acid content,56582,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk myristic acid content,56583,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk palmitic acid content,56584,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk decenoic acid content,56585,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk lauroleic acid content,56586,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk myristoleic acid content,56587,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk palmitoleic acid content,56588,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk caprylic acid content,172192,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk capric acid content,172193,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk lauric acid content,172194,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk myristic acid content,172195,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk myristoleic acid content,172196,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk palmitic acid content,172197,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk palmitoleic acid content,172198,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk stearic acid content,172199,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk C14 index,172200,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk C16 index,172201,Chr26
ENSBTAT00000065238-UMD3.1.1,,,70,Chr26,4113517,4113586,1,Ensembl93,Milk C18 index,172202,Chr26
ENSBTAT00000065253-UMD3.1.1,,,77,Chr22,50258589,50258665,-1,Ensembl93,Milking speed,158277,Chr22
ENSBTAT00000065253-UMD3.1.1,,,77,Chr22,50258589,50258665,-1,Ensembl93,Milking speed,158278,Chr22
ENSBTAT00000065253-UMD3.1.1,,,77,Chr22,50258589,50258665,-1,Ensembl93,Milking speed,158279,Chr22
ENSBTAT00000065265-UMD3.1.1,,,89,Chr15,14156932,14157020,-1,Ensembl93,Red blood cell distribution width,213481,Chr15
ENSBTAT00000065265-UMD3.1.1,,,89,Chr15,14156932,14157020,-1,Ensembl93,Tridecylic acid content,19626,Chr15
ENSBTAT00000065289-UMD3.1.1,bta-mir-2904-1 [Source:miRBase;Acc:MI0013080],bta-mir-2904-2,70,Chr18,50715411,50715480,-1,Ensembl93,Inseminations per conception,138528,Chr18
ENSBTAT00000065289-UMD3.1.1,bta-mir-2904-1 [Source:miRBase;Acc:MI0013080],bta-mir-2904-2,70,Chr18,50715411,50715480,-1,Ensembl93,Somatic cell score,18470,Chr18
ENSBTAT00000065289-UMD3.1.1,bta-mir-2904-1 [Source:miRBase;Acc:MI0013080],bta-mir-2904-2,70,Chr18,50715411,50715480,-1,Ensembl93,Birth index,30537,Chr18
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Calving ease,15205,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Calving index,15206,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Calf size,15207,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Calf size,15208,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Calving ease,15209,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk caprylic acid content,211581,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk capric acid content,211582,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk lauric acid content,211583,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk myristic acid content,211584,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Intramuscular fat,22873,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk butyric acid content,56361,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk caprylic acid content,56362,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk capric acid content,56363,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk lauric acid content,56364,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk myristic acid content,56365,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk palmitoleic acid content,56366,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk oleic acid content,56367,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk conjugated linoleic acid content,56368,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk caprylic acid content,56636,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk capric acid content,56637,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk lauric acid content,56638,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk myristic acid content,56639,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk palmitic acid content,56640,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk caprylic acid content,172163,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk capric acid content,172164,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk lauric acid content,172165,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk myristic acid content,172166,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk palmitic acid content,172167,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk oleic acid content,172168,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk C14 index,172169,Chr19
ENSBTAT00000065301-UMD3.1.1,,,97,Chr19,39880555,39880651,-1,Ensembl93,Milk C18 index,172170,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Myristic acid content,19627,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Myristoleic acid content,19632,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Palmitic acid content,19637,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Palmitoleic acid content,19638,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Oleic acid content,19690,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Long-chain fatty acid content,19716,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Medium-chain fatty acid content,19721,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Monounsaturated fatty acid content,19725,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Saturated fatty acid content,19727,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Myristic acid content,19747,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Myristoleic acid content,19750,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Palmitoleic acid content,19755,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Oleic acid content,19761,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Medium-chain fatty acid content,19781,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Monounsaturated fatty acid content,19783,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Atherogenic index,20532,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Myristic and palmitic acid ratio,20536,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk butyric acid content,56361,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk caprylic acid content,56362,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk capric acid content,56363,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk lauric acid content,56364,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk myristic acid content,56365,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk palmitoleic acid content,56366,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk oleic acid content,56367,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk conjugated linoleic acid content,56368,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk caprylic acid content,56636,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk capric acid content,56637,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk lauric acid content,56638,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk myristic acid content,56639,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk palmitic acid content,56640,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk caprylic acid content,172163,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk capric acid content,172164,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk lauric acid content,172165,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk myristic acid content,172166,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk palmitic acid content,172167,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk oleic acid content,172168,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk C14 index,172169,Chr19
ENSBTAT00000065306-UMD3.1.1,,,63,Chr19,51110371,51110433,1,Ensembl93,Milk C18 index,172170,Chr19
ENSBTAT00000065325-UMD3.1.1,,,108,Chr3,14462416,14462523,-1,Ensembl93,Body weight (weaning),24711,Chr3
ENSBTAT00000065339-UMD3.1.1,bta-mir-2904-1 [Source:miRBase;Acc:MI0013080],bta-mir-2904-1,70,Chr6,92538758,92538827,1,Ensembl93,Body weight (weaning),106633,Chr6
ENSBTAT00000065339-UMD3.1.1,bta-mir-2904-1 [Source:miRBase;Acc:MI0013080],bta-mir-2904-1,70,Chr6,92538758,92538827,1,Ensembl93,Shear force,20764,Chr6
ENSBTAT00000065340-UMD3.1.1,,,65,Chr21,46413845,46413909,-1,Ensembl93,Calf size,15214,Chr21
ENSBTAT00000065340-UMD3.1.1,,,65,Chr21,46413845,46413909,-1,Ensembl93,Calf size,15215,Chr21
ENSBTAT00000065356-UMD3.1.1,bta-mir-2450b [Source:miRBase;Acc:MI0011505],bta-mir-2450b,73,Chr6,107740455,107740527,-1,Ensembl93,Udder swelling score,106583,Chr6
ENSBTAT00000065356-UMD3.1.1,bta-mir-2450b [Source:miRBase;Acc:MI0011505],bta-mir-2450b,73,Chr6,107740455,107740527,-1,Ensembl93,Stillbirth (maternal),126855,Chr6
ENSBTAT00000065356-UMD3.1.1,bta-mir-2450b [Source:miRBase;Acc:MI0011505],bta-mir-2450b,73,Chr6,107740455,107740527,-1,Ensembl93,Calving ease,30498,Chr6
ENSBTAT00000065356-UMD3.1.1,bta-mir-2450b [Source:miRBase;Acc:MI0011505],bta-mir-2450b,73,Chr6,107740455,107740527,-1,Ensembl93,Calving index,30496,Chr6
ENSBTAT00000065356-UMD3.1.1,bta-mir-2450b [Source:miRBase;Acc:MI0011505],bta-mir-2450b,73,Chr6,107740455,107740527,-1,Ensembl93,Myristic acid content,19631,Chr6
ENSBTAT00000065389-UMD3.1.1,,,128,Chr22,58798304,58798431,-1,Ensembl93,Milking speed,158279,Chr22
ENSBTAT00000065394-UMD3.1.1,,,81,Chr4,77885333,77885413,-1,Ensembl93,Milk beta-casein percentage,140215,Chr4
ENSBTAT00000065394-UMD3.1.1,,,81,Chr4,77885333,77885413,-1,Ensembl93,Milk magnesium content,180153,Chr4
ENSBTAT00000065394-UMD3.1.1,,,81,Chr4,77885333,77885413,-1,Ensembl93,Milk sodium content,180154,Chr4
ENSBTAT00000065394-UMD3.1.1,,,81,Chr4,77885333,77885413,-1,Ensembl93,Milk citrate content,180155,Chr4
ENSBTAT00000065394-UMD3.1.1,,,81,Chr4,77885333,77885413,-1,Ensembl93,Non-return rate,126842,Chr4
ENSBTAT00000065410-UMD3.1.1,bta-mir-2903 [Source:miRBase;Acc:MI0013079],bta-mir-2903,88,Chr9,61758630,61758717,1,Ensembl93,Average daily gain,167132,Chr9
ENSBTAT00000065438-UMD3.1.1,,,81,Chr15,2093716,2093796,-1,Ensembl93,Tridecylic acid content,19626,Chr15
ENSBTAT00000065468-UMD3.1.1,bta-mir-2889 [Source:miRBase;Acc:MI0013064],bta-mir-2889,61,Chr20,18039373,18039433,1,Ensembl93,Calf size,30552,Chr20
ENSBTAT00000065468-UMD3.1.1,bta-mir-2889 [Source:miRBase;Acc:MI0013064],bta-mir-2889,61,Chr20,18039373,18039433,1,Ensembl93,Milk caproic acid content,56641,Chr20
ENSBTAT00000065468-UMD3.1.1,bta-mir-2889 [Source:miRBase;Acc:MI0013064],bta-mir-2889,61,Chr20,18039373,18039433,1,Ensembl93,Milk stearic acid content,56642,Chr20
ENSBTAT00000065468-UMD3.1.1,bta-mir-2889 [Source:miRBase;Acc:MI0013064],bta-mir-2889,61,Chr20,18039373,18039433,1,Ensembl93,Milk palmitoleic acid content,56643,Chr20
ENSBTAT00000065470-UMD3.1.1,,,79,Chr2,33990543,33990621,1,Ensembl93,Conception rate,176920,Chr2
ENSBTAT00000065476-UMD3.1.1,,,112,Chr17,42768208,42768319,-1,Ensembl93,Milk caprylic acid content,172158,Chr17
ENSBTAT00000065476-UMD3.1.1,,,112,Chr17,42768208,42768319,-1,Ensembl93,Milk capric acid content,172159,Chr17
ENSBTAT00000065476-UMD3.1.1,,,112,Chr17,42768208,42768319,-1,Ensembl93,Milk palmitoleic acid content,172160,Chr17
ENSBTAT00000065476-UMD3.1.1,,,112,Chr17,42768208,42768319,-1,Ensembl93,Milk linolenic acid content,172161,Chr17
ENSBTAT00000065476-UMD3.1.1,,,112,Chr17,42768208,42768319,-1,Ensembl93,Milk C16 index,172162,Chr17
ENSBTAT00000065482-UMD3.1.1,,,92,Chr8,25409464,25409555,1,Ensembl93,First service conception,22890,Chr8
ENSBTAT00000065482-UMD3.1.1,,,92,Chr8,25409464,25409555,1,Ensembl93,Shear force,20770,Chr8
ENSBTAT00000065538-UMD3.1.1,,,116,Chr13,59417327,59417442,1,Ensembl93,Clinical mastitis,57305,Chr13
ENSBTAT00000065538-UMD3.1.1,,,116,Chr13,59417327,59417442,1,Ensembl93,Calving ease,30524,Chr13
ENSBTAT00000065538-UMD3.1.1,,,116,Chr13,59417327,59417442,1,Ensembl93,Calf size,30527,Chr13
ENSBTAT00000065538-UMD3.1.1,,,116,Chr13,59417327,59417442,1,Ensembl93,Udder swelling score,106605,Chr13
ENSBTAT00000065538-UMD3.1.1,,,116,Chr13,59417327,59417442,1,Ensembl93,Clinical mastitis,164911,Chr13
ENSBTAT00000065538-UMD3.1.1,,,116,Chr13,59417327,59417442,1,Ensembl93,Milk caproic acid content,56617,Chr13
ENSBTAT00000065538-UMD3.1.1,,,116,Chr13,59417327,59417442,1,Ensembl93,Milk caprylic acid content,56618,Chr13
ENSBTAT00000065538-UMD3.1.1,,,116,Chr13,59417327,59417442,1,Ensembl93,Milk capric acid content,56619,Chr13
ENSBTAT00000065538-UMD3.1.1,,,116,Chr13,59417327,59417442,1,Ensembl93,Milk caproic acid content,56345,Chr13
ENSBTAT00000065538-UMD3.1.1,,,116,Chr13,59417327,59417442,1,Ensembl93,Milk caprylic acid content,56346,Chr13
ENSBTAT00000065538-UMD3.1.1,,,116,Chr13,59417327,59417442,1,Ensembl93,Milk capric acid content,56347,Chr13
ENSBTAT00000065538-UMD3.1.1,,,116,Chr13,59417327,59417442,1,Ensembl93,Milk myristoleic acid content,56348,Chr13
ENSBTAT00000065538-UMD3.1.1,,,116,Chr13,59417327,59417442,1,Ensembl93,Milk palmitoleic acid content,56349,Chr13
ENSBTAT00000065540-UMD3.1.1,,,92,Chr3,35810481,35810572,1,Ensembl93,Body weight (weaning),24711,Chr3
ENSBTAT00000065544-UMD3.1.1,,,92,Chr1,51289617,51289708,-1,Ensembl93,Interval to first estrus after calving,170016,Chr1
ENSBTAT00000065562-UMD3.1.1,,,79,Chr6,69904265,69904343,1,Ensembl93,Meat color a*,214938,Chr6
ENSBTAT00000065562-UMD3.1.1,,,79,Chr6,69904265,69904343,1,Ensembl93,Stayability,181647,Chr6
ENSBTAT00000065562-UMD3.1.1,,,79,Chr6,69904265,69904343,1,Ensembl93,Average daily gain,22811,Chr6
ENSBTAT00000065562-UMD3.1.1,,,79,Chr6,69904265,69904343,1,Ensembl93,Average daily gain,22827,Chr6
ENSBTAT00000065562-UMD3.1.1,,,79,Chr6,69904265,69904343,1,Ensembl93,Shear force,20764,Chr6
ENSBTAT00000065571-UMD3.1.1,bta-mir-2887-1 [Source:miRBase;Acc:MI0013060],bta-mir-2887-2,57,Chr2,66273171,66273227,1,Ensembl93,Trans-6/9-C18:1 fatty acid content,20506,Chr2
ENSBTAT00000065571-UMD3.1.1,bta-mir-2887-1 [Source:miRBase;Acc:MI0013060],bta-mir-2887-2,57,Chr2,66273171,66273227,1,Ensembl93,Trans-6/9-C18:1 fatty acid content,20520,Chr2
ENSBTAT00000065571-UMD3.1.1,bta-mir-2887-1 [Source:miRBase;Acc:MI0013060],bta-mir-2887-2,57,Chr2,66273171,66273227,1,Ensembl93,Milk palmitoleic acid content,172067,Chr2
ENSBTAT00000065571-UMD3.1.1,bta-mir-2887-1 [Source:miRBase;Acc:MI0013060],bta-mir-2887-2,57,Chr2,66273171,66273227,1,Ensembl93,Milk C16 index,172068,Chr2
ENSBTAT00000065584-UMD3.1.1,bta-mir-2887-1 [Source:miRBase;Acc:MI0013060],bta-mir-2887-2,57,Chr3,53472423,53472479,1,Ensembl93,Body weight (mature),24680,Chr3
ENSBTAT00000065584-UMD3.1.1,bta-mir-2887-1 [Source:miRBase;Acc:MI0013060],bta-mir-2887-2,57,Chr3,53472423,53472479,1,Ensembl93,Body weight (weaning),24711,Chr3
ENSBTAT00000065637-UMD3.1.1,,,104,Chr21,67575239,67575342,1,Ensembl93,Sire conception rate,124004,Chr21
ENSBTAT00000065642-UMD3.1.1,,,130,Chr21,67582090,67582219,1,Ensembl93,Sire conception rate,124004,Chr21
ENSBTAT00000065644-UMD3.1.1,,,76,Chr26,47180463,47180538,1,Ensembl93,Somatic cell score,122119,Chr26
ENSBTAT00000065652-UMD3.1.1,bta-mir-2881 [Source:miRBase;Acc:MI0013054],bta-mir-2881,71,Chr7,13754307,13754377,1,Ensembl93,Milk caprylic acid content,172090,Chr7
ENSBTAT00000065652-UMD3.1.1,bta-mir-2881 [Source:miRBase;Acc:MI0013054],bta-mir-2881,71,Chr7,13754307,13754377,1,Ensembl93,Milk capric acid content,172091,Chr7
ENSBTAT00000065652-UMD3.1.1,bta-mir-2881 [Source:miRBase;Acc:MI0013054],bta-mir-2881,71,Chr7,13754307,13754377,1,Ensembl93,Calving ease,126857,Chr7
ENSBTAT00000065652-UMD3.1.1,bta-mir-2881 [Source:miRBase;Acc:MI0013054],bta-mir-2881,71,Chr7,13754307,13754377,1,Ensembl93,Stillbirth,126858,Chr7
ENSBTAT00000065652-UMD3.1.1,bta-mir-2881 [Source:miRBase;Acc:MI0013054],bta-mir-2881,71,Chr7,13754307,13754377,1,Ensembl93,Stillbirth,30503,Chr7
ENSBTAT00000065652-UMD3.1.1,bta-mir-2881 [Source:miRBase;Acc:MI0013054],bta-mir-2881,71,Chr7,13754307,13754377,1,Ensembl93,Milk lauroleic acid content,56325,Chr7
ENSBTAT00000065652-UMD3.1.1,bta-mir-2881 [Source:miRBase;Acc:MI0013054],bta-mir-2881,71,Chr7,13754307,13754377,1,Ensembl93,Milk myristoleic acid content,56326,Chr7
ENSBTAT00000065652-UMD3.1.1,bta-mir-2881 [Source:miRBase;Acc:MI0013054],bta-mir-2881,71,Chr7,13754307,13754377,1,Ensembl93,Milk oleic acid content,56327,Chr7
ENSBTAT00000065652-UMD3.1.1,bta-mir-2881 [Source:miRBase;Acc:MI0013054],bta-mir-2881,71,Chr7,13754307,13754377,1,Ensembl93,Milk decenoic acid content,56383,Chr7
ENSBTAT00000065663-UMD3.1.1,,,109,Chr21,67598343,67598451,1,Ensembl93,Sire conception rate,124004,Chr21
ENSBTAT00000065687-UMD3.1.1,,,86,Chr22,51812698,51812783,1,Ensembl93,Milking speed,158277,Chr22
ENSBTAT00000065687-UMD3.1.1,,,86,Chr22,51812698,51812783,1,Ensembl93,Milking speed,158278,Chr22
ENSBTAT00000065687-UMD3.1.1,,,86,Chr22,51812698,51812783,1,Ensembl93,Milking speed,158279,Chr22
ENSBTAT00000065709-UMD3.1.1,,,96,Chr14,62374866,62374961,-1,Ensembl93,Bovine respiratory disease susceptibility,137216,Chr14
ENSBTAT00000065709-UMD3.1.1,,,96,Chr14,62374866,62374961,-1,Ensembl93,Hematocrit,213426,Chr14
ENSBTAT00000065709-UMD3.1.1,,,96,Chr14,62374866,62374961,-1,Ensembl93,Red blood cell number,213485,Chr14
